"split_id","peak_estimate"
"s14755_B",0.115
"s14756_A",0.12
"s14756_B",0.12
"s14757_A",0.115
"s14757_B",0.11
"s14758_A",0.12
"s14758_B",0.12
"s14759_A",0.115
"s14759_B",0.115
"s14760_A",0.12
"s14760_B",0.12
"s14761_A",0.11
"s14761_B",0.115
"s14762_A",0.115
"s14762_B",0.115
"s14763_A",0.115
"s14763_B",0.12
"s14764_A",0.115
"s14764_B",0.115
"s14765_A",0.115
"s14765_B",0.12
"s14766_A",0.115
"s14766_B",0.115
"s14767_A",0.12
"s14767_B",0.12
"s14768_A",0.115
"s14768_B",0.115
"s14769_A",0.115
"s14769_B",0.115
"s14770_A",0.12
"s14770_B",0.12
"s14771_A",0.12
"s14771_B",0.115
"s14772_A",0.115
"s14772_B",0.115
"s14773_A",0.12
"s14773_B",0.12
"s14774_A",0.115
"s14774_B",0.115
"s14775_A",0.115
"s14775_B",0.115
"s14776_A",0.12
"s14776_B",0.12
"s14777_A",0.12
"s14777_B",0.12
"s14778_A",0.115
"s14778_B",0.115
"s14779_A",0.12
"s14779_B",0.12
"s14780_A",0.12
"s14780_B",0.12
"s14781_A",0.12
"s14781_B",0.12
"s14782_A",0.12
"s14782_B",0.12
"s14783_A",0.115
"s14783_B",0.115
"s14784_A",0.115
"s14784_B",0.12
"s14785_A",0.12
"s14785_B",0.12
"s14786_A",0.115
"s14786_B",0.12
"s14787_A",0.115
"s14787_B",0.115
"s14788_A",0.115
"s14788_B",0.115
"s14789_A",0.12
"s14789_B",0.115
"s14790_A",0.115
"s14790_B",0.12
"s14791_A",0.12
"s14791_B",0.12
"s14792_A",0.115
"s14792_B",0.115
"s14793_A",0.115
"s14793_B",0.115
"s14794_A",0.12
"s14794_B",0.12
"s14795_A",0.115
"s14795_B",0.115
"s14796_A",0.115
"s14796_B",0.115
"s14797_A",0.115
"s14797_B",0.11
"s14798_A",0.12
"s14798_B",0.12
"s14799_A",0.115
"s14799_B",0.12
"s14800_A",0.115
"s14800_B",0.115
"s14801_A",0.115
"s14801_B",0.115
"s14802_A",0.115
"s14802_B",0.115
"s14803_A",0.115
"s14803_B",0.115
"s14804_A",0.115
"s14804_B",0.115
"s14805_A",0.115
"s14805_B",0.115
"s14806_A",0.12
"s14806_B",0.12
"s14807_A",0.115
"s14807_B",0.115
"s14808_A",0.115
"s14808_B",0.115
"s14809_A",0.115
"s14809_B",0.115
"s14810_A",0.115
"s14810_B",0.115
"s14811_A",0.11
"s14811_B",0.115
"s14812_A",0.115
"s14812_B",0.115
"s14813_A",0.12
"s14813_B",0.115
"s14814_A",0.12
"s14814_B",0.115
"s14815_A",0.115
"s14815_B",0.115
"s14816_A",0.115
"s14816_B",0.115
"s14817_A",0.12
"s14817_B",0.12
"s14818_A",0.115
"s14818_B",0.115
"s14819_A",0.115
"s14819_B",0.12
"s14820_A",0.115
"s14820_B",0.12
"s14821_A",0.11
"s14821_B",0.11
"s14822_A",0.115
"s14822_B",0.115
"s14823_A",0.12
"s14823_B",0.12
"s14824_A",0.115
"s14824_B",0.115
"s14825_A",0.115
"s14825_B",0.115
"s14826_A",0.125
"s14826_B",0.12
"s14827_A",0.115
"s14827_B",0.115
"s14828_A",0.12
"s14828_B",0.115
"s14829_A",0.12
"s14829_B",0.12
"s14830_A",0.115
"s14830_B",0.115
"s14831_A",0.115
"s14831_B",0.12
"s14832_A",0.115
"s14832_B",0.12
"s14833_A",0.12
"s14833_B",0.115
"s14834_A",0.115
"s14834_B",0.115
"s14835_A",0.115
"s14835_B",0.115
"s14836_A",0.12
"s14836_B",0.12
"s14837_A",0.115
"s14837_B",0.12
"s14838_A",0.12
"s14838_B",0.12
"s14839_A",0.115
"s14839_B",0.12
"s14840_A",0.12
"s14840_B",0.115
"s14841_A",0.12
"s14841_B",0.12
"s14842_A",0.115
"s14842_B",0.11
"s14843_A",0.12
"s14843_B",0.125
"s14844_A",0.115
"s14844_B",0.115
"s14845_A",0.12
"s14845_B",0.115
"s14846_A",0.115
"s14846_B",0.115
"s14847_A",0.115
"s14847_B",0.115
"s14848_A",0.115
"s14848_B",0.115
"s14849_A",0.115
"s14849_B",0.115
"s14850_A",0.115
"s14850_B",0.115
"s14851_A",0.12
"s14851_B",0.12
"s14852_A",0.115
"s14852_B",0.115
"s14853_A",0.12
"s14853_B",0.115
"s14854_A",0.12
"s14854_B",0.115
"s14855_A",0.115
"s14855_B",0.115
"s14856_A",0.115
"s14856_B",0.115
"s14857_A",0.115
"s14857_B",0.12
"s14858_A",0.12
"s14858_B",0.12
"s14859_A",0.115
"s14859_B",0.115
"s14860_A",0.115
"s14860_B",0.115
"s14861_A",0.12
"s14861_B",0.12
"s14862_A",0.115
"s14862_B",0.115
"s14863_A",0.115
"s14863_B",0.115
"s14864_A",0.115
"s14864_B",0.115
"s14865_A",0.115
"s14865_B",0.115
"s14866_A",0.115
"s14866_B",0.12
"s14867_A",0.115
"s14867_B",0.115
"s14868_A",0.115
"s14868_B",0.115
"s14869_A",0.115
"s14869_B",0.115
"s14870_A",0.11
"s14870_B",0.11
"s14871_A",0.12
"s14871_B",0.12
"s14872_A",0.12
"s14872_B",0.12
"s14873_A",0.12
"s14873_B",0.12
"s14874_A",0.12
"s14874_B",0.12
"s14875_A",0.12
"s14875_B",0.12
"s14876_A",0.115
"s14876_B",0.12
"s14877_A",0.115
"s14877_B",0.115
"s14878_A",0.115
"s14878_B",0.115
"s14879_A",0.115
"s14879_B",0.115
"s14880_A",0.115
"s14880_B",0.12
"s14881_A",0.115
"s14881_B",0.115
"s14882_A",0.115
"s14882_B",0.115
"s14883_A",0.12
"s14883_B",0.12
"s14884_A",0.115
"s14884_B",0.115
"s14885_A",0.115
"s14885_B",0.115
"s14886_A",0.115
"s14886_B",0.115
"s14887_A",0.115
"s14887_B",0.12
"s14888_A",0.12
"s14888_B",0.115
"s14889_A",0.115
"s14889_B",0.115
"s14890_A",0.12
"s14890_B",0.12
"s14891_A",0.115
"s14891_B",0.11
"s14892_A",0.115
"s14892_B",0.11
"s14893_A",0.12
"s14893_B",0.12
"s14894_A",0.11
"s14894_B",0.115
"s14895_A",0.11
"s14895_B",0.11
"s14896_A",0.12
"s14896_B",0.115
"s14897_A",0.115
"s14897_B",0.12
"s14898_A",0.12
"s14898_B",0.12
"s14899_A",0.115
"s14899_B",0.115
"s14900_A",0.12
"s14900_B",0.12
"s14901_A",0.115
"s14901_B",0.115
"s14902_A",0.115
"s14902_B",0.115
"s14903_A",0.115
"s14903_B",0.115
"s14904_A",0.12
"s14904_B",0.115
"s14905_A",0.12
"s14905_B",0.12
"s14906_A",0.115
"s14906_B",0.115
"s14907_A",0.115
"s14907_B",0.115
"s14908_A",0.115
"s14908_B",0.12
"s14909_A",0.12
"s14909_B",0.115
"s14910_A",0.115
"s14910_B",0.115
"s14911_A",0.115
"s14911_B",0.115
"s14912_A",0.115
"s14912_B",0.115
"s14913_A",0.115
"s14913_B",0.115
"s14914_A",0.115
"s14914_B",0.115
"s14915_A",0.12
"s14915_B",0.12
"s14916_A",0.12
"s14916_B",0.12
"s14917_A",0.12
"s14917_B",0.12
"s14918_A",0.115
"s14918_B",0.115
"s14919_A",0.115
"s14919_B",0.115
"s14920_A",0.11
"s14920_B",0.11
"s14921_A",0.12
"s14921_B",0.12
"s14922_A",0.12
"s14922_B",0.115
"s14923_A",0.115
"s14923_B",0.115
"s14924_A",0.115
"s14924_B",0.12
"s14925_A",0.115
"s14925_B",0.115
"s14926_A",0.12
"s14926_B",0.12
"s14927_A",0.12
"s14927_B",0.12
"s14928_A",0.115
"s14928_B",0.11
"s14929_A",0.115
"s14929_B",0.115
"s14930_A",0.12
"s14930_B",0.115
"s14931_A",0.115
"s14931_B",0.115
"s14932_A",0.115
"s14932_B",0.115
"s14933_A",0.12
"s14933_B",0.12
"s14934_A",0.115
"s14934_B",0.115
"s14935_A",0.12
"s14935_B",0.125
"s14936_A",0.115
"s14936_B",0.115
"s14937_A",0.115
"s14937_B",0.12
"s14938_A",0.115
"s14938_B",0.115
"s14939_A",0.115
"s14939_B",0.115
"s14940_A",0.12
"s14940_B",0.12
"s14941_A",0.115
"s14941_B",0.115
"s14942_A",0.115
"s14942_B",0.115
"s14943_A",0.125
"s14943_B",0.12
"s14944_A",0.125
"s14944_B",0.12
"s14945_A",0.12
"s14945_B",0.12
"s14946_A",0.115
"s14946_B",0.115
"s14947_A",0.115
"s14947_B",0.115
"s14948_A",0.12
"s14948_B",0.12
"s14949_A",0.115
"s14949_B",0.12
"s14950_A",0.115
"s14950_B",0.115
"s14951_A",0.115
"s14951_B",0.115
"s14952_A",0.115
"s14952_B",0.115
"s14953_A",0.115
"s14953_B",0.115
"s14954_A",0.125
"s14954_B",0.125
"s14955_A",0.12
"s14955_B",0.12
"s14956_A",0.12
"s14956_B",0.115
"s14957_A",0.115
"s14957_B",0.115
"s14958_A",0.115
"s14958_B",0.115
"s14959_A",0.11
"s14959_B",0.12
"s14960_A",0.12
"s14960_B",0.12
"s14961_A",0.12
"s14961_B",0.12
"s14962_A",0.12
"s14962_B",0.12
"s14963_A",0.125
"s14963_B",0.125
"s14964_A",0.12
"s14964_B",0.12
"s14965_A",0.115
"s14965_B",0.12
"s14966_A",0.115
"s14966_B",0.12
"s14967_A",0.12
"s14967_B",0.12
"s14968_A",0.115
"s14968_B",0.115
"s14969_A",0.115
"s14969_B",0.115
"s14970_A",0.115
"s14970_B",0.115
"s14971_A",0.11
"s14971_B",0.115
"s14972_A",0.115
"s14972_B",0.115
"s14973_A",0.115
"s14973_B",0.115
"s14974_A",0.12
"s14974_B",0.115
"s14975_A",0.12
"s14975_B",0.115
"s14976_A",0.115
"s14976_B",0.115
"s14977_A",0.12
"s14977_B",0.12
"s14978_A",0.115
"s14978_B",0.115
"s14979_A",0.12
"s14979_B",0.12
"s14980_A",0.12
"s14980_B",0.115
"s14981_A",0.115
"s14981_B",0.12
"s14982_A",0.115
"s14982_B",0.115
"s14983_A",0.115
"s14983_B",0.115
"s14984_A",0.12
"s14984_B",0.12
"s14985_A",0.115
"s14985_B",0.115
"s14986_A",0.12
"s14986_B",0.12
"s14987_A",0.125
"s14987_B",0.125
"s14988_A",0.115
"s14988_B",0.115
"s14989_A",0.115
"s14989_B",0.12
"s14990_A",0.115
"s14990_B",0.11
"s14991_A",0.115
"s14991_B",0.115
"s14992_A",0.115
"s14992_B",0.12
"s14993_A",0.115
"s14993_B",0.115
"s14994_A",0.12
"s14994_B",0.115
"s14995_A",0.115
"s14995_B",0.12
"s14996_A",0.115
"s14996_B",0.115
"s14997_A",0.115
"s14997_B",0.115
"s14998_A",0.12
"s14998_B",0.12
"s14999_A",0.115
"s14999_B",0.115
"s15000_A",0.115
"s15000_B",0.115
"s15001_A",0.11
"s15001_B",0.11
"s15002_A",0.115
"s15002_B",0.115
"s15003_A",0.115
"s15003_B",0.115
"s15004_A",0.12
"s15004_B",0.115
"s15005_A",0.12
"s15005_B",0.115
"s15006_A",0.12
"s15006_B",0.12
"s15007_A",0.11
"s15007_B",0.11
"s15008_A",0.12
"s15008_B",0.115
"s15009_A",0.115
"s15009_B",0.115
"s15010_A",0.12
"s15010_B",0.12
"s15011_A",0.115
"s15011_B",0.115
"s15012_A",0.115
"s15012_B",0.115
"s15013_A",0.115
"s15013_B",0.115
"s15014_A",0.115
"s15014_B",0.115
"s15015_A",0.11
"s15015_B",0.11
"s15016_A",0.12
"s15016_B",0.12
"s15017_A",0.12
"s15017_B",0.12
"s15018_A",0.115
"s15018_B",0.115
"s15019_A",0.12
"s15019_B",0.12
"s15020_A",0.115
"s15020_B",0.115
"s15021_A",0.12
"s15021_B",0.12
"s15022_A",0.115
"s15022_B",0.12
"s15023_A",0.12
"s15023_B",0.12
"s15024_A",0.12
"s15024_B",0.12
"s15025_A",0.115
"s15025_B",0.115
"s15026_A",0.12
"s15026_B",0.12
"s15027_A",0.12
"s15027_B",0.12
"s15028_A",0.12
"s15028_B",0.125
"s15029_A",0.12
"s15029_B",0.115
"s15030_A",0.12
"s15030_B",0.12
"s15031_A",0.12
"s15031_B",0.12
"s15032_A",0.115
"s15032_B",0.115
"s15033_A",0.115
"s15033_B",0.115
"s15034_A",0.12
"s15034_B",0.12
"s15035_A",0.125
"s15035_B",0.125
"s15036_A",0.115
"s15036_B",0.115
"s15037_A",0.12
"s15037_B",0.115
"s15038_A",0.11
"s15038_B",0.11
"s15039_A",0.12
"s15039_B",0.12
"s15040_A",0.12
"s15040_B",0.12
"s15041_A",0.11
"s15041_B",0.11
"s15042_A",0.115
"s15042_B",0.115
"s15043_A",0.12
"s15043_B",0.115
"s15044_A",0.115
"s15044_B",0.12
"s15045_A",0.115
"s15045_B",0.115
"s15046_A",0.12
"s15046_B",0.115
"s15047_A",0.115
"s15047_B",0.115
"s15048_A",0.115
"s15048_B",0.115
"s15049_A",0.115
"s15049_B",0.12
"s15050_A",0.115
"s15050_B",0.115
"s15051_A",0.115
"s15051_B",0.115
"s15052_A",0.12
"s15052_B",0.12
"s15053_A",0.12
"s15053_B",0.125
"s15054_A",0.115
"s15054_B",0.115
"s15055_A",0.12
"s15055_B",0.115
"s15056_A",0.12
"s15056_B",0.115
"s15057_A",0.115
"s15057_B",0.115
"s15058_A",0.115
"s15058_B",0.115
"s15059_A",0.115
"s15059_B",0.115
"s15060_A",0.12
"s15060_B",0.12
"s15061_A",0.115
"s15061_B",0.12
"s15062_A",0.115
"s15062_B",0.12
"s15063_A",0.12
"s15063_B",0.115
"s15064_A",0.12
"s15064_B",0.125
"s15065_A",0.12
"s15065_B",0.12
"s15066_A",0.115
"s15066_B",0.115
"s15067_A",0.12
"s15067_B",0.115
"s15068_A",0.12
"s15068_B",0.12
"s15069_A",0.115
"s15069_B",0.115
"s15070_A",0.12
"s15070_B",0.12
"s15071_A",0.11
"s15071_B",0.11
"s15072_A",0.115
"s15072_B",0.115
"s15073_A",0.115
"s15073_B",0.115
"s15074_A",0.12
"s15074_B",0.12
"s15075_A",0.115
"s15075_B",0.12
"s15076_A",0.12
"s15076_B",0.12
"s15077_A",0.12
"s15077_B",0.115
"s15078_A",0.115
"s15078_B",0.115
"s15079_A",0.12
"s15079_B",0.12
"s15080_A",0.115
"s15080_B",0.115
"s15081_A",0.115
"s15081_B",0.115
"s15082_A",0.12
"s15082_B",0.12
"s15083_A",0.12
"s15083_B",0.12
"s15084_A",0.115
"s15084_B",0.115
"s15085_A",0.12
"s15085_B",0.12
"s15086_A",0.115
"s15086_B",0.115
"s15087_A",0.115
"s15087_B",0.115
"s15088_A",0.115
"s15088_B",0.115
"s15089_A",0.115
"s15089_B",0.115
"s15090_A",0.115
"s15090_B",0.115
"s15091_A",0.115
"s15091_B",0.115
"s15092_A",0.115
"s15092_B",0.115
"s15093_A",0.115
"s15093_B",0.115
"s15094_A",0.115
"s15094_B",0.12
"s15095_A",0.12
"s15095_B",0.12
"s15096_A",0.115
"s15096_B",0.115
"s15097_A",0.115
"s15097_B",0.12
"s15098_A",0.12
"s15098_B",0.12
"s15099_A",0.115
"s15099_B",0.115
"s15100_A",0.11
"s15100_B",0.115
"s15101_A",0.12
"s15101_B",0.12
"s15102_A",0.12
"s15102_B",0.125
"s15103_A",0.12
"s15103_B",0.12
"s15104_A",0.115
"s15104_B",0.115
"s15105_A",0.115
"s15105_B",0.115
"s15106_A",0.115
"s15106_B",0.115
"s15107_A",0.115
"s15107_B",0.12
"s15108_A",0.115
"s15108_B",0.115
"s15109_A",0.115
"s15109_B",0.12
"s15110_A",0.115
"s15110_B",0.115
"s15111_A",0.115
"s15111_B",0.115
"s15112_A",0.115
"s15112_B",0.115
"s15113_A",0.115
"s15113_B",0.115
"s15114_A",0.115
"s15114_B",0.115
"s15115_A",0.115
"s15115_B",0.115
"s15116_A",0.12
"s15116_B",0.12
"s15117_A",0.115
"s15117_B",0.115
"s15118_A",0.115
"s15118_B",0.115
"s15119_A",0.115
"s15119_B",0.115
"s15120_A",0.115
"s15120_B",0.115
"s15121_A",0.115
"s15121_B",0.115
"s15122_A",0.115
"s15122_B",0.12
"s15123_A",0.11
"s15123_B",0.11
"s15124_A",0.12
"s15124_B",0.12
"s15125_A",0.12
"s15125_B",0.12
"s15126_A",0.115
"s15126_B",0.115
"s15127_A",0.11
"s15127_B",0.11
"s15128_A",0.115
"s15128_B",0.115
"s15129_A",0.115
"s15129_B",0.115
"s15130_A",0.115
"s15130_B",0.115
"s15131_A",0.12
"s15131_B",0.12
"s15132_A",0.12
"s15132_B",0.12
"s15133_A",0.115
"s15133_B",0.115
"s15134_A",0.12
"s15134_B",0.12
"s15135_A",0.12
"s15135_B",0.12
"s15136_A",0.12
"s15136_B",0.12
"s15137_A",0.12
"s15137_B",0.12
"s15138_A",0.115
"s15138_B",0.115
"s15139_A",0.115
"s15139_B",0.12
"s15140_A",0.115
"s15140_B",0.115
"s15141_A",0.12
"s15141_B",0.115
"s15142_A",0.115
"s15142_B",0.115
"s15143_A",0.115
"s15143_B",0.115
"s15144_A",0.115
"s15144_B",0.115
"s15145_A",0.115
"s15145_B",0.115
"s15146_A",0.115
"s15146_B",0.12
"s15147_A",0.12
"s15147_B",0.12
"s15148_A",0.12
"s15148_B",0.12
"s15149_A",0.115
"s15149_B",0.115
"s15150_A",0.115
"s15150_B",0.11
"s15151_A",0.115
"s15151_B",0.115
"s15152_A",0.12
"s15152_B",0.12
"s15153_A",0.12
"s15153_B",0.12
"s15154_A",0.12
"s15154_B",0.12
"s15155_A",0.115
"s15155_B",0.115
"s15156_A",0.12
"s15156_B",0.12
"s15157_A",0.12
"s15157_B",0.115
"s15158_A",0.115
"s15158_B",0.115
"s15159_A",0.12
"s15159_B",0.12
"s15160_A",0.115
"s15160_B",0.12
"s15161_A",0.115
"s15161_B",0.115
"s15162_A",0.12
"s15162_B",0.12
"s15163_A",0.11
"s15163_B",0.115
"s15164_A",0.12
"s15164_B",0.12
"s15165_A",0.12
"s15165_B",0.12
"s15166_A",0.115
"s15166_B",0.115
"s15167_A",0.115
"s15167_B",0.115
"s15168_A",0.12
"s15168_B",0.12
"s15169_A",0.115
"s15169_B",0.11
"s15170_A",0.12
"s15170_B",0.12
"s15171_A",0.12
"s15171_B",0.12
"s15172_A",0.115
"s15172_B",0.115
"s15173_A",0.115
"s15173_B",0.115
"s15174_A",0.12
"s15174_B",0.12
"s15175_A",0.115
"s15175_B",0.12
"s15176_A",0.115
"s15176_B",0.12
"s15177_A",0.115
"s15177_B",0.11
"s15178_A",0.115
"s15178_B",0.115
"s15179_A",0.11
"s15179_B",0.11
"s15180_A",0.115
"s15180_B",0.115
"s15181_A",0.115
"s15181_B",0.115
"s15182_A",0.12
"s15182_B",0.12
"s15183_A",0.12
"s15183_B",0.12
"s15184_A",0.115
"s15184_B",0.115
"s15185_A",0.115
"s15185_B",0.115
"s15186_A",0.115
"s15186_B",0.115
"s15187_A",0.115
"s15187_B",0.115
"s15188_A",0.12
"s15188_B",0.115
"s15189_A",0.115
"s15189_B",0.115
"s15190_A",0.12
"s15190_B",0.12
"s15191_A",0.115
"s15191_B",0.115
"s15192_A",0.115
"s15192_B",0.115
"s15193_A",0.12
"s15193_B",0.12
"s15194_A",0.12
"s15194_B",0.12
"s15195_A",0.12
"s15195_B",0.12
"s15196_A",0.12
"s15196_B",0.115
"s15197_A",0.115
"s15197_B",0.115
"s15198_A",0.115
"s15198_B",0.115
"s15199_A",0.12
"s15199_B",0.12
"s15200_A",0.115
"s15200_B",0.12
"s15201_A",0.115
"s15201_B",0.115
"s15202_A",0.12
"s15202_B",0.12
"s15203_A",0.115
"s15203_B",0.115
"s15204_A",0.115
"s15204_B",0.115
"s15205_A",0.115
"s15205_B",0.115
"s15206_A",0.11
"s15206_B",0.11
"s15207_A",0.115
"s15207_B",0.115
"s15208_A",0.115
"s15208_B",0.115
"s15209_A",0.12
"s15209_B",0.12
"s15210_A",0.115
"s15210_B",0.115
"s15211_A",0.115
"s15211_B",0.115
"s15212_A",0.115
"s15212_B",0.115
"s15213_A",0.115
"s15213_B",0.115
"s15214_A",0.115
"s15214_B",0.115
"s15215_A",0.12
"s15215_B",0.115
"s15216_A",0.115
"s15216_B",0.115
"s15217_A",0.115
"s15217_B",0.115
"s15218_A",0.115
"s15218_B",0.12
"s15219_A",0.115
"s15219_B",0.115
"s15220_A",0.115
"s15220_B",0.115
"s15221_A",0.12
"s15221_B",0.125
"s15222_A",0.115
"s15222_B",0.115
"s15223_A",0.12
"s15223_B",0.12
"s15224_A",0.12
"s15224_B",0.12
"s15225_A",0.115
"s15225_B",0.115
"s15226_A",0.115
"s15226_B",0.115
"s15227_A",0.12
"s15227_B",0.115
"s15228_A",0.12
"s15228_B",0.12
"s15229_A",0.115
"s15229_B",0.115
"s15230_A",0.12
"s15230_B",0.115
"s15231_A",0.12
"s15231_B",0.115
"s15232_A",0.125
"s15232_B",0.12
"s15233_A",0.12
"s15233_B",0.12
"s15234_A",0.115
"s15234_B",0.115
"s15235_A",0.12
"s15235_B",0.12
"s15236_A",0.115
"s15236_B",0.115
"s15237_A",0.115
"s15237_B",0.115
"s15238_A",0.12
"s15238_B",0.115
"s15239_A",0.115
"s15239_B",0.115
"s15240_A",0.12
"s15240_B",0.12
"s15241_A",0.12
"s15241_B",0.115
"s15242_A",0.12
"s15242_B",0.12
"s15243_A",0.12
"s15243_B",0.115
"s15244_A",0.115
"s15244_B",0.115
"s15245_A",0.12
"s15245_B",0.12
"s15246_A",0.12
"s15246_B",0.12
"s15247_A",0.115
"s15247_B",0.115
"s15248_A",0.115
"s15248_B",0.11
"s15249_A",0.12
"s15249_B",0.12
"s15250_A",0.115
"s15250_B",0.12
"s15251_A",0.12
"s15251_B",0.12
"s15252_A",0.115
"s15252_B",0.115
"s15253_A",0.115
"s15253_B",0.115
"s15254_A",0.115
"s15254_B",0.115
"s15255_A",0.12
"s15255_B",0.12
"s15256_A",0.12
"s15256_B",0.115
"s15257_A",0.115
"s15257_B",0.115
"s15258_A",0.12
"s15258_B",0.12
"s15259_A",0.12
"s15259_B",0.115
"s15260_A",0.115
"s15260_B",0.12
"s15261_A",0.115
"s15261_B",0.115
"s15262_A",0.12
"s15262_B",0.115
"s15263_A",0.115
"s15263_B",0.115
"s15264_A",0.11
"s15264_B",0.115
"s15265_A",0.115
"s15265_B",0.115
"s15266_A",0.115
"s15266_B",0.115
"s15267_A",0.115
"s15267_B",0.12
"s15268_A",0.11
"s15268_B",0.115
"s15269_A",0.12
"s15269_B",0.12
"s15270_A",0.115
"s15270_B",0.115
"s15271_A",0.11
"s15271_B",0.115
"s15272_A",0.115
"s15272_B",0.115
"s15273_A",0.115
"s15273_B",0.115
"s15274_A",0.12
"s15274_B",0.12
"s15275_A",0.115
"s15275_B",0.115
"s15276_A",0.11
"s15276_B",0.11
"s15277_A",0.115
"s15277_B",0.115
"s15278_A",0.115
"s15278_B",0.115
"s15279_A",0.12
"s15279_B",0.12
"s15280_A",0.115
"s15280_B",0.115
"s15281_A",0.115
"s15281_B",0.115
"s15282_A",0.115
"s15282_B",0.12
"s15283_A",0.115
"s15283_B",0.115
"s15284_A",0.12
"s15284_B",0.12
"s15285_A",0.115
"s15285_B",0.115
"s15286_A",0.115
"s15286_B",0.115
"s15287_A",0.115
"s15287_B",0.115
"s15288_A",0.115
"s15288_B",0.11
"s15289_A",0.115
"s15289_B",0.115
"s15290_A",0.11
"s15290_B",0.115
"s15291_A",0.115
"s15291_B",0.115
"s15292_A",0.12
"s15292_B",0.12
"s15293_A",0.11
"s15293_B",0.115
"s15294_A",0.11
"s15294_B",0.11
"s15295_A",0.115
"s15295_B",0.115
"s15296_A",0.115
"s15296_B",0.115
"s15297_A",0.115
"s15297_B",0.115
"s15298_A",0.115
"s15298_B",0.115
"s15299_A",0.115
"s15299_B",0.115
"s15300_A",0.115
"s15300_B",0.115
"s15301_A",0.115
"s15301_B",0.11
"s15302_A",0.12
"s15302_B",0.12
"s15303_A",0.115
"s15303_B",0.115
"s15304_A",0.12
"s15304_B",0.115
"s15305_A",0.115
"s15305_B",0.115
"s15306_A",0.11
"s15306_B",0.11
"s15307_A",0.12
"s15307_B",0.12
"s15308_A",0.115
"s15308_B",0.115
"s15309_A",0.12
"s15309_B",0.12
"s15310_A",0.115
"s15310_B",0.115
"s15311_A",0.115
"s15311_B",0.115
"s15312_A",0.115
"s15312_B",0.115
"s15313_A",0.115
"s15313_B",0.115
"s15314_A",0.12
"s15314_B",0.12
"s15315_A",0.12
"s15315_B",0.115
"s15316_A",0.115
"s15316_B",0.115
"s15317_A",0.115
"s15317_B",0.12
"s15318_A",0.115
"s15318_B",0.115
"s15319_A",0.115
"s15319_B",0.115
"s15320_A",0.12
"s15320_B",0.12
"s15321_A",0.115
"s15321_B",0.115
"s15322_A",0.115
"s15322_B",0.115
"s15323_A",0.12
"s15323_B",0.12
"s15324_A",0.115
"s15324_B",0.115
"s15325_A",0.12
"s15325_B",0.115
"s15326_A",0.12
"s15326_B",0.12
"s15327_A",0.115
"s15327_B",0.115
"s15328_A",0.115
"s15328_B",0.115
"s15329_A",0.115
"s15329_B",0.12
"s15330_A",0.12
"s15330_B",0.12
"s15331_A",0.12
"s15331_B",0.12
"s15332_A",0.12
"s15332_B",0.125
"s15333_A",0.115
"s15333_B",0.115
"s15334_A",0.12
"s15334_B",0.12
"s15335_A",0.115
"s15335_B",0.115
"s15336_A",0.12
"s15336_B",0.115
"s15337_A",0.115
"s15337_B",0.115
"s15338_A",0.115
"s15338_B",0.115
"s15339_A",0.115
"s15339_B",0.115
"s15340_A",0.12
"s15340_B",0.115
"s15341_A",0.12
"s15341_B",0.12
"s15342_A",0.115
"s15342_B",0.115
"s15343_A",0.12
"s15343_B",0.12
"s15344_A",0.12
"s15344_B",0.12
"s15345_A",0.115
"s15345_B",0.115
"s15346_A",0.115
"s15346_B",0.12
"s15347_A",0.115
"s15347_B",0.115
"s15348_A",0.115
"s15348_B",0.115
"s15349_A",0.12
"s15349_B",0.115
"s15350_A",0.12
"s15350_B",0.115
"s15351_A",0.125
"s15351_B",0.12
"s15352_A",0.11
"s15352_B",0.11
"s15353_A",0.12
"s15353_B",0.12
"s15354_A",0.115
"s15354_B",0.12
"s15355_A",0.12
"s15355_B",0.12
"s15356_A",0.115
"s15356_B",0.115
"s15357_A",0.115
"s15357_B",0.115
"s15358_A",0.12
"s15358_B",0.12
"s15359_A",0.115
"s15359_B",0.12
"s15360_A",0.115
"s15360_B",0.12
"s15361_A",0.12
"s15361_B",0.12
"s15362_A",0.12
"s15362_B",0.12
"s15363_A",0.11
"s15363_B",0.11
"s15364_A",0.115
"s15364_B",0.115
"s15365_A",0.115
"s15365_B",0.12
"s15366_A",0.115
"s15366_B",0.115
"s15367_A",0.12
"s15367_B",0.12
"s15368_A",0.115
"s15368_B",0.11
"s15369_A",0.12
"s15369_B",0.115
"s15370_A",0.115
"s15370_B",0.115
"s15371_A",0.115
"s15371_B",0.115
"s15372_A",0.12
"s15372_B",0.12
"s15373_A",0.11
"s15373_B",0.11
"s15374_A",0.115
"s15374_B",0.115
"s15375_A",0.12
"s15375_B",0.12
"s15376_A",0.115
"s15376_B",0.115
"s15377_A",0.12
"s15377_B",0.12
"s15378_A",0.115
"s15378_B",0.12
"s15379_A",0.11
"s15379_B",0.115
"s15380_A",0.115
"s15380_B",0.115
"s15381_A",0.12
"s15381_B",0.12
"s15382_A",0.115
"s15382_B",0.115
"s15383_A",0.115
"s15383_B",0.12
"s15384_A",0.12
"s15384_B",0.12
"s15385_A",0.12
"s15385_B",0.12
"s15386_A",0.115
"s15386_B",0.115
"s15387_A",0.12
"s15387_B",0.12
"s15388_A",0.12
"s15388_B",0.115
"s15389_A",0.11
"s15389_B",0.115
"s15390_A",0.115
"s15390_B",0.115
